"정보
",--,0.35947949572972976,0.06934644948648648,0.46879731554054044
"궁금합니다
",--,0.3610034906973684,0.06752154292105263,0.4712202694736842
"저
",--,0.35494883963013696,0.06944023646575342,0.4767156230136985
"속눈썹
",--,0.35947949572972976,0.06934644948648648,0.46879731554054044
"어디
",--,0.3610034906973684,0.06752154292105263,0.4712202694736842
"건가
",--,0.3608168705733333,0.06758849682666666,0.47000320639999993
"저
",--,0.35494883963013696,0.06944023646575342,0.4767156230136985
"편이
",--,0.3462672254117647,0.07448486169117648,0.4948256501029411
"욥
",--,0.3608168705733333,0.06758849682666666,0.47000320639999993
"언니
",--,0.36471948287692296,0.0730948448,0.44222753321538455
"좋아요
",--,0.3591934301060605,0.0770378521969697,0.440577621090909
"예뻐요
",--,0.37331790131666653,0.07085274853333333,0.45407982764999993
"속눈썹
",--,0.35947949572972976,0.06934644948648648,0.46879731554054044
"브러쉬
",--,0.3365569305694444,0.07999041969444445,0.49676624118055546
"정보
",--,0.35947949572972976,0.06934644948648648,0.46879731554054044
"좀
",--,0.35246421356,0.07286627459999999,0.47032446243999987
"알려주세요
",--,0.3608168705733333,0.06758849682666666,0.47000320639999993
"상보
",--,0.35272273897297296,0.06934644948648648,0.4755540722972972
"브라운
",--,0.3608168705733333,0.06758849682666666,0.47000320639999993
"샀는데
",--,0.365191533,0.07127273975,0.48181946319444435
"되면
",--,0.3608168705733333,0.06758849682666666,0.47000320639999993
"마스카라
",--,0.3610034906973684,0.06752154292105263,0.4712202694736842
"곳
",--,0.34581618983333334,0.07536079006944446,0.4921366115555555
"하얀
",--,0.35947949572972976,0.06934644948648648,0.46879731554054044
"색
",--,0.35722724347297297,0.07385095398648649,0.4665450632837837
"크
",--,0.3608168705733333,0.06758849682666666,0.4566698730666666
"또
",--,0.3608168705733333,0.06758849682666666,0.47000320639999993
"영상
",--,0.3579095889027777,0.07801050430555555,0.4511547349027777
"원래
",--,0.35947949572972976,0.06934644948648648,0.46879731554054044
"때
",--,0.3436087035138889,0.07094871822222223,0.4854938472499999
"맞나요
",--,0.3610034906973684,0.06752154292105263,0.4712202694736842
"이번
",--,0.35494883963013696,0.06944023646575342,0.4767156230136985
"카메라
",--,0.3648888239142856,0.07309651871428573,0.4439150000571428
"뭐
",--,0.35722724347297297,0.07385095398648649,0.4665450632837837
"영상
",--,0.3579095889027777,0.07801050430555555,0.4511547349027777
"사용
",--,0.3643884898641975,0.07105328714814814,0.4526538112592592
"하신
",--,0.340185224,0.07007864322368422,0.4900442084342104
"립
",--,0.35990126843243236,0.0685018548918919,0.4551190798513512
"제품
",--,0.3948982012624114,0.051390514099290775,0.450805842787234
"무엇
",--,0.3608168705733333,0.06758849682666666,0.4566698730666666
"피부
",--,0.3722340926582279,0.06722622550632912,0.44125826779746824
"진짜
",--,0.3591934301060605,0.0770378521969697,0.440577621090909
"좋다
",--,0.35990126843243236,0.0685018548918919,0.4551190798513512
"이런
",--,0.35494883963013696,0.06944023646575342,0.46301699287671233
"댓글
",--,0.35990126843243236,0.0685018548918919,0.4551190798513512
"되는지
",--,0.3608168705733333,0.06758849682666666,0.4566698730666666
"모르겠지만
",--,0.35947949572972976,0.06934644948648648,0.46879731554054044
"이
",--,0.3496200479220779,0.0747962365974026,0.47069298494805184
"영상
",--,0.3579095889027777,0.07801050430555555,0.4511547349027777
"보고
",--,0.35503544557894734,0.07327812186842105,0.4635369988026315
"마스카라
",--,0.3610034906973684,0.06752154292105263,0.4712202694736842
"샀는데
",--,0.365191533,0.07127273975,0.48181946319444435
"유
",--,0.3656927742297297,0.0685018548918919,0.4628410875675675
"분기
",--,0.34000953450000004,0.07397976062820513,0.47925959910256394
"없는
",--,0.3575545573150685,0.07029640084931507,0.4683698815068492
"상태
",--,0.3610034906973684,0.06752154292105263,0.4712202694736842
"발라
",--,0.35722724347297297,0.07385095398648649,0.4665450632837837
"사고
",--,0.3608168705733333,0.06758849682666666,0.47000320639999993
"넘
",--,0.35479322479687486,0.07423695175,0.4491373384218749
"와
",--,0.36146615737878773,0.06729759245454546,0.4419845474999999
"언니
",--,0.36471948287692296,0.0730948448,0.44222753321538455
"언니
",--,0.36471948287692296,0.0730948448,0.44222753321538455
"뷰러
",--,0.3608168705733333,0.06758849682666666,0.47000320639999993
"어떤거
",--,0.3608168705733333,0.06758849682666666,0.47000320639999993
"느낌
",--,0.32711429697297295,0.07332401195945946,0.49234913556756743
"언니
",--,0.36471948287692296,0.0730948448,0.44222753321538455
"징
",--,0.36405278349295767,0.07094196052112677,0.443605862112676
"짜
",--,0.3602652127534246,0.06944023646575342,0.45222116769862997
"이뻐용
",--,0.36098062181944435,0.07061803118055555,0.4480266801666666
"힝
",--,0.35990126843243236,0.0685018548918919,0.4551190798513512
"꿀팁
",--,0.3608168705733333,0.06758849682666666,0.4566698730666666
"감사해용
",--,0.38180324761290313,0.07003345166129032,0.44969602088709665
"헐
",--,0.36024299111594194,0.07368838036231884,0.44243656510144924
"녜
",--,0.3605800681571428,0.07263568921428572,0.4429702995999999
"가타
",--,0.35494883963013696,0.06944023646575342,0.4767156230136985
"언니
",--,0.36471948287692296,0.0730948448,0.44222753321538455
"바여
",--,0.3554700550126582,0.07158628175949368,0.47044251534177206
"눈
",--,0.35947949572972976,0.06934644948648648,0.46879731554054044
"살이
",--,0.35947949572972976,0.06934644948648648,0.46879731554054044
"많아서
",--,0.3643758113404256,0.061425565180851065,0.4711294769574468
"속눈썹
",--,0.35947949572972976,0.06934644948648648,0.46879731554054044
"잘
",--,0.3606745433289474,0.07327812186842105,0.4710557957894736
"슬퍼요
",--,0.3560692801710526,0.0666991745,0.46381895368421044
"매일
",--,0.35990126843243236,0.0685018548918919,0.4551190798513512
"하는
",--,0.3587382547777779,0.06147664525252527,0.47181384259595954
"화장
",--,0.34895715381578946,0.07446460813157894,0.47688631369736834
"조금
",--,0.3575545573150685,0.07029640084931507,0.4683698815068492
"다르게
",--,0.3391295613150685,0.07204534545205481,0.4849383931232876
"해볼까
",--,0.38818013439843757,0.053632126703125,0.4388693884453124
"하고
",--,0.35356770040579705,0.073405370942029,0.4920020899565216
"지금
",--,0.3608168705733333,0.06758849682666666,0.47000320639999993
"이
",--,0.3496200479220779,0.0747962365974026,0.47069298494805184
"새벽
",--,0.3608168705733333,0.06758849682666666,0.4566698730666666
"보는데
",--,0.3539263036666666,0.07040468419444444,0.4615112765138888
"진짜
",--,0.3591934301060605,0.0770378521969697,0.440577621090909
